"tipoEventoTextual","tipoEventoTextualCorto","situacion","esGol","parteCuerpo","localizacion","formaAsistencia","lugarDisparo","finalizacionDisparo","idDetallesEvento"
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase","Alto por poco","Fuera de portería",240
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Centro","Alto por poco","Fuera de portería",241
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la izquierda","Centro","Alto por poco","Fuera de portería",242
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase de cabeza","Alto por poco","Fuera de portería",243
"Intento","I","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Sin asistencia","Alto por poco","Fuera de portería",244
"Intento","I","Corner","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Sin asistencia","Alto por poco","Fuera de portería",245
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase","Alto por poco","Fuera de portería",246
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Centro","Alto por poco","Fuera de portería",247
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase de cabeza","Alto por poco","Fuera de portería",248
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase de cabeza","Alto por poco","Fuera de portería",249
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase en profundidad","Alto por poco","Fuera de portería",250
"Intento","I","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Sin asistencia","Alto por poco","Fuera de portería",251
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Pase","Alto por poco","Fuera de portería",252
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Centro","Alto por poco","Fuera de portería",253
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Ángulo difícil a la izquierda","Centro","Alto por poco","Fuera de portería",254
"Intento","I","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Sin asistencia","Alto por poco","Fuera de portería",255
"Intento","I","Corner","No gol","Pie derecho","Ángulo difícil a la derecha","Sin asistencia","Alto por poco","Fuera de portería",256
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase","Alto por poco","Fuera de portería",257
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Centro","Alto por poco","Fuera de portería",258
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la derecha","Centro","Alto por poco","Fuera de portería",259
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase de cabeza","Alto por poco","Fuera de portería",260
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la derecha","Pase de cabeza","Alto por poco","Fuera de portería",261
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase en profundidad","Alto por poco","Fuera de portería",262
"Intento","I","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Sin asistencia","Alto por poco","Fuera de portería",263
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Centro","Alto por poco","Fuera de portería",264
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Ángulo difícil a la derecha","Centro","Alto por poco","Fuera de portería",265
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Pase en profundidad","Alto por poco","Fuera de portería",266
"Intento","I","Corner","No gol","Cabeza","Ángulo difícil a la derecha","Sin asistencia","Alto por poco","Fuera de portería",267
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Ángulo difícil a la derecha","Pase","Alto por poco","Fuera de portería",268
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la derecha","Centro","Alto por poco","Fuera de portería",269
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Ángulo difícil a la derecha","Centro","Alto por poco","Fuera de portería",270
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Ángulo difícil a la derecha","Centro","Alto por poco","Fuera de portería",271
"Intento","I","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Alto por poco","Fuera de portería",272
"Intento","I","Juego parado","No gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Alto por poco","Fuera de portería",273
"Intento","I","Corner","No gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Alto por poco","Fuera de portería",274
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",275
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",276
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",277
"Intento con pase clave","IPC","Libre directo","No gol","Pie derecho","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",278
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Centro","Alto por poco","Fuera de portería",279
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área grande","Centro","Alto por poco","Fuera de portería",280
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área grande","Pase de cabeza","Alto por poco","Fuera de portería",281
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Pase en profundidad","Alto por poco","Fuera de portería",282
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Alto por poco","Fuera de portería",283
"Intento","I","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Alto por poco","Fuera de portería",284
"Intento","I","Corner","No gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Alto por poco","Fuera de portería",285
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",286
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",287
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",288
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Centro","Alto por poco","Fuera de portería",289
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Centro","Alto por poco","Fuera de portería",290
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase de cabeza","Alto por poco","Fuera de portería",291
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Pase de cabeza","Alto por poco","Fuera de portería",292
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase en profundidad","Alto por poco","Fuera de portería",293
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Pase en profundidad","Alto por poco","Fuera de portería",294
"Intento","I","Juego parado","No gol","Cabeza","Parte izquierda del área grande","Sin asistencia","Alto por poco","Fuera de portería",295
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",296
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Parte izquierda del área grande","Pase","Alto por poco","Fuera de portería",297
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Centro","Alto por poco","Fuera de portería",298
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Parte izquierda del área grande","Centro","Alto por poco","Fuera de portería",299
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Parte izquierda del área grande","Centro","Alto por poco","Fuera de portería",300
"Intento","I","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Alto por poco","Fuera de portería",301
"Intento","I","Juego parado","No gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Alto por poco","Fuera de portería",302
"Intento","I","Corner","No gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Alto por poco","Fuera de portería",303
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase","Alto por poco","Fuera de portería",304
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área pequeña","Pase","Alto por poco","Fuera de portería",305
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Centro","Alto por poco","Fuera de portería",306
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte izquierda del área pequeña","Centro","Alto por poco","Fuera de portería",307
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área pequeña","Centro","Alto por poco","Fuera de portería",308
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase de cabeza","Alto por poco","Fuera de portería",309
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase en profundidad","Alto por poco","Fuera de portería",310
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Alto por poco","Fuera de portería",311
"Intento","I","Juego parado","No gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Alto por poco","Fuera de portería",312
"Intento","I","Corner","No gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Alto por poco","Fuera de portería",313
